 CODIGO ; NOMBRE RECETA ;; INGREDIENTES ; PROVEEDOR ; CANT ; Unid ; C.U. ; Total x 100 ; C x P ;TIPO INGREDIENTE;TIPO DE RECETA
 FNCW04 ; F-Surf Y Turf-Paccheri Giganti Con pastelera de choclo ;; Leche ; Cabezas y cia ; 1,800 ; lt ; 999 ; 1.798 ; 18 ;Lácteos;FONDO
; F-Sweet Duck y baby back ribs- Arroz Jazmin ;; Arroz jasmín ; Fruton ; 3,000 ; kg ; 4.980 ; 14.940 ; 150 ;Abarrotes;FONDO
; F-Sweet Duck y baby back ribs- Arroz Jazmin ;; leche de coco ; A Y R ; 6,000 ; lata ; 2.200 ; 13.200 ; 132 ;Abarrotes;FONDO
; F-Sweet Duck y baby back ribs- Arroz Jazmin ;; leche ; Cabezas y cia ; 3,000 ; lt ; 999 ; 2.997 ; 30 ;Lácteos;FONDO
; F-Sweet Duck y baby back ribs- Arroz Jazmin ;; lemon grass ; Fruton ; 0,300 ; kg ; 6.980 ; 2.094 ; 21 ;Frutas/Verduras;FONDO
; F-Sweet Duck y baby back ribs- Arroz Jazmin ;; Jengibre fresco ; Fruton ; 0,300 ; kg ; 2.980 ; 894 ; 9 ;Frutas/Verduras;FONDO
; F-Sweet Duck y baby back ribs- DECO ;; cilantro ; Fruton ; 0,250 ; kg ; 1.980 ; 495 ; 5 ;Frutas/Verduras;FONDO
; F-Sweet Duck y baby back ribs- DECO ;; menta ; Fruton ; 0,250 ; kg ; 3.980 ; 995 ; 10 ;Frutas/Verduras;FONDO
; F-Sweet Duck y baby back ribs-Manzanas all spice ;; Azúcar Iansa ; Fruton ; 2,000 ; kg ; 1.300 ; 2.600 ; 26 ;Abarrotes;FONDO
; F-Sweet Duck y baby back ribs-Manzanas all spice ;; Manzana verde ; Fruton ; 5,000 ; kg ; 890 ; 4.450 ; 45 ;Frutas/Verduras;FONDO
; F-Sweet Duck y baby back ribs-Manzanas all spice ;; All spice ; Damasco ; 0,100 ; kg ; 10.695 ; 1.070 ; 11 ;Abarrotes;FONDO
; F-Sweet Duck y baby back ribs-Manzanas all spice ;; Mantequilla ; Cabezas y cia ; 0,500 ; kg ; 8.391 ; 4.196 ; 42 ;Lácteos;FONDO
; F-Sweet Duck y baby back ribs-Pato y costillas ;; Baby Back Ribs ; Pallet Steak ; 14,000 ; kg ; 5.600 ; 78.400 ; 784 ;Carnes;FONDO
; F-Sweet Duck y baby back ribs-Pato y costillas ;; Truto de pato ; Comercial Chau ; 32,000 ; kg ; 8.980 ; 287.360 ; 2.874 ;Carnes;FONDO
; F-Sweet Duck y baby back ribs-Pato y costillas ;; soya ; Delicias y mas SpA ; 6,000 ; lt ; 2.645 ; 15.870 ; 159 ;Abarrotes;FONDO
; F-Sweet Duck y baby back ribs-Pato y costillas ;; All spice ; Damasco ; 0,200 ; kg ; 10.695 ; 2.139 ; 22 ;Abarrotes;FONDO
; F-Sweet Duck y baby back ribs-Pato y costillas ;; Anís estrella ; Delicias y mas SpA ; 0,300 ; kg ; 22.000 ; 6.600 ; 66 ;Abarrotes;FONDO
; F-Sweet Duck y baby back ribs-Pato y costillas ;; Canela en rama ; A Y R ; 0,150 ; kg ; 9.000 ; 1.350 ; 14 ;Abarrotes;FONDO
; F-Sweet Duck y baby back ribs-Pato y costillas ;; ají picomono ; Agromarket ; 0,200 ; kg ; 9.990 ; 1.998 ; 20 ;Frutas/Verduras;FONDO
; F-Sweet Duck y baby back ribs-Pato y costillas ;; Ciruela sin carozo ; Delicias y mas SpA ; 2,500 ; kg ; 7.900 ; 19.750 ; 198 ;Frutas/Verduras;FONDO
; F-Sweet Duck y baby back ribs-Pato y costillas ;; Azúcar granulada rubia ; Fruton ; 1,500 ; kg ; 2.790 ; 4.185 ; 42 ;Abarrotes;FONDO
; F-Sweet Duck y baby back ribs-Pato y costillas ;; Grasa de pato ; La Fromagerie ; 6,000 ; kg ; 1.680 ; 10.080 ; 101 ;Carnes;FONDO
; F-Sweet Duck y baby back ribs-Pato y costillas ;; manteca ; Fruton ; 3,500 ; kg ; 3.390 ; 11.865 ; 119 ;Abarrotes;FONDO
; F-Sweet Duck y baby back ribs-Pato y costillas ;; Cebolla ; Fruton ; 3,000 ; kg ; 690 ; 2.070 ; 21 ;Frutas/Verduras;FONDO
; F-Sweet Duck y baby back ribs-Pato y costillas ;; Zanahorias ; Comercial Valencia ; 2,000 ; pqte ; 790 ; 1.580 ; 16 ;Frutas/Verduras;FONDO
; F-Sweet Duck y baby back ribs-Pato y costillas ;; Ajo ; Comercial Valencia ; 5,000 ; c/u ; 450 ; 2.250 ; 23 ;Frutas/Verduras;FONDO
; F-Sweet Duck y baby back ribs-Pato y costillas ;; Pimienta negra en grano ; A Y R ; 0,120 ; kg ; 6.500 ; 780 ; 8 ;Abarrotes;FONDO
; F-Sweet Duck y baby back ribs-Salsa de ciruela ;; Arándanos congelados ; Congefruits ; 2,000 ; kg ; 3.550 ; 7.100 ; 71 ;Frutas/Verduras;FONDO
; F-Sweet Duck y baby back ribs-Salsa de ciruela ;; Ciruela sin carozo ; Delicias y mas SpA ; 3,000 ; kg ; 7.900 ; 23.700 ; 237 ;Frutas/Verduras;FONDO
; F-Sweet Duck y baby back ribs-Salsa de ciruela ;; Azúcar granulada rubia ; Fruton ; 4,000 ; kg ; 2.790 ; 11.160 ; 112 ;Vinos;FONDO
; F-Sweet Duck y baby back ribs-Salsa de ciruela ;; All spice ; Damasco ; 0,700 ; kg ; 10.695 ; 7.487 ; 75 ;Vinos;FONDO
; F-Sweet Duck y baby back ribs-Salsa de ciruela ;; Nuez moscada en polvo ; Fruton ; 0,150 ; kg ; 26.990 ; 4.049 ; 41 ;Abarrotes;FONDO
; F-Sweet Duck y baby back ribs-Salsa de ciruela ;; ají picomono ; Agromarket ; 0,200 ; kg ; 9.990 ; 1.998 ; 20 ;Frutas/Verduras;FONDO
; F-Sweet Duck y baby back ribs-Salsa de ciruela ;; Jengibre fresco ; Fruton ; 0,300 ; kg ; 2.980 ; 894 ; 9 ;Frutas/Verduras;FONDO
; F-Sweet Duck y baby back ribs-Salsa de ciruela ;; salsa de pescado ; Delicias y mas SpA ; 2,000 ; lt ; 4.380 ; 8.760 ; 88 ;Frutas/Verduras;FONDO
; F-Sweet Duck y baby back ribs-Salsa de ciruela ;; Vinagre de arroz ; Centro Abasto ; 2,000 ; botella ; 2.990 ; 5.980 ; 60 ;Frutas/Verduras;FONDO
; F-Sweet Duck y baby back ribs-Salsa merlot ;; cebolla ; Fruton ; 2,500 ; kg ; 690 ; 1.725 ; 18 ;Frutas/Verduras;FONDO
; F-Sweet Duck y baby back ribs-Salsa merlot ;; Zanahorias ; Comercial Valencia ; 1,000 ; pqte ; 790 ; 790 ; 8 ;Frutas/Verduras;FONDO
; F-Sweet Duck y baby back ribs-Salsa merlot ;; Laurel fresco ; Comercial Valencia ; 0,200 ; atado ; 800 ; 160 ; 2 ;Frutas/Verduras;FONDO
; F-Sweet Duck y baby back ribs-Salsa merlot ;; Arándanos congelados ; Congefruits ; 2,000 ; kg ; 3.550 ; 7.100 ; 71 ;Frutas/Verduras;FONDO
; F-Sweet Duck y baby back ribs-Salsa merlot ;; Ciruela sin carozo ; Delicias y mas SpA ; 2,000 ; kg ; 7.900 ; 15.800 ; 158 ;Frutas/Verduras;FONDO
; F-Sweet Duck y baby back ribs-Salsa merlot ;; Vino tinto en caja 2 lt ; CCU ; 4,000 ; lt ; 1.992 ; 7.968 ; 80 ;Vinos;FONDO
; F-Sweet Duck y baby back ribs-Salsa merlot ;; Oporto ; CAMBIAR ; 0,700 ; botella ; 5.512 ; 3.858 ; 39 ;Vinos;FONDO
; F-Sweet Duck y baby back ribs-Salsa merlot ;; Maicena ; Fruton ; 0,150 ; kg ; 1.990 ; 299 ; 3 ;Abarrotes;FONDO
; F-Sweet Duck y baby back ribs-Salsa merlot ;; Pimentón Rojo ; Comercial Valencia ; 3,000 ; c/u ; 890 ; 2.670 ; 27 ;Frutas/Verduras;FONDO
; F-Sweet Duck y baby back ribs-Salsa merlot ;; apio ; Delicias y mas SpA ; 0,300 ; mata ; 980 ; 294 ; 3 ;Frutas/Verduras;FONDO
; F-Sweet Duck y baby back ribs-Salsa merlot ;; ajo ; Comercial Valencia ; 2,000 ; c/u ; 450 ; 900 ; 9 ;Frutas/Verduras;FONDO
; F-Sweet Duck y baby back ribs-Salsa merlot ;; puerros ; Comercial Valencia ; 2,000 ; c/u ; 790 ; 1.580 ; 16 ;Frutas/Verduras;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas  ;; asado de tira ; Pallet Steak ; 28,000 ; kg ; 8.398 ; 235.144 ; 2.352 ;Carnes;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas  ;; ajo ; Comercial Valencia ; 4,000 ; c/u ; 450 ; 1.800 ; 18 ;Frutas/Verduras;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas  ;; Orégano ; Fruton ; 0,300 ; kg ; 3.900 ; 1.170 ; 12 ;Abarrotes;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas  ;; Mostaza Dijon ; Delicias y mas SpA ; 1,000 ; kg ; 6.715 ; 6.715 ; 68 ;Abarrotes;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas  ;; Vinagre rosado ; MIGUEL FARIAS ; 2,000 ; botella ; 765 ; 1.530 ; 16 ;Abarrotes;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -aceite de cabron ;; Aceite de oliva ; Arasil ; 0,500 ; lt ; 5.782 ; 2.891 ; 29 ;Abarrotes;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -aceite de cabron ;; Carbón ; Joe Cardemil ; 0,300 ; kg ; 756 ; 227 ; 3 ;Frutas/Verduras;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -costra de hierbas ;; perejil ; Comercial Valencia ; 0,700 ; kg ; 1.980 ; 1.386 ; 14 ;Frutas/Verduras;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -costra de hierbas ;; Ciboulette ; Fruton ; 15,000 ; c/u ; 165 ; 2.475 ; 25 ;Frutas/Verduras;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -costra de hierbas ;; Pimienta verde ; cambiar ; 1,500 ; frasco ; 1.173 ; 1.760 ; 18 ;Abarrotes;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -costra de hierbas ;; Pimienta roja ; cambiar ; 1,500 ; frasco ; 1.190 ; 1.785 ; 18 ;Abarrotes;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -costra de hierbas ;; Mostaza Dijon ; Delicias y mas SpA ; 0,750 ; kg ; 6.715 ; 5.036 ; 51 ;Abarrotes;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -costra de hierbas ;; Crema ; Cabezas y cia ; 0,750 ; lt ; 3.721 ; 2.791 ; 28 ;Lácteos;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -costra de hierbas ;; pan rallado ; Fruton ; 0,300 ; kg ; 2.400 ; 720 ; 8 ;Pan;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -deco ;; Brote de alfalfa ; Fruton ; 0,750 ; kg ; 7.934 ; 5.951 ; 60 ;Frutas/Verduras;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -deco ;; Espárragos frescos ; Comercial Valencia ; 1,500 ; kg ; 3.500 ; 5.250 ; 53 ;Frutas/Verduras;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -deco ;; Aceite Tartufo ; Globe Italia ; 0,050 ; lt ; 29.900 ; 1.495 ; 15 ;Abarrotes;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -demi glace ;; Huesos carnudos ; Pallet Steak ; 4,000 ; kg ; 2.490 ; 9.960 ; 100 ;Carnes;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -demi glace ;; Harina ; Delicias y mas SpA ; 0,350 ; kg ; 1.300 ; 455 ; 5 ;Abarrotes;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -demi glace ;; cebolla ; Fruton ; 0,600 ; kg ; 690 ; 414 ; 5 ;Frutas/Verduras;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -demi glace ;; Zanahorias ; Comercial Valencia ; 1,000 ; pqte ; 790 ; 790 ; 8 ;Frutas/Verduras;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -demi glace ;; Concentrado de tomate ; Delicias y mas SpA ; 0,300 ; kg ; 6.390 ; 1.917 ; 20 ;Abarrotes;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -demi glace ;; Puerros ; Comercial Valencia ; 2,000 ; c/u ; 790 ; 1.580 ; 16 ;Frutas/Verduras;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -demi glace ;; ajo ; Comercial Valencia ; 1,500 ; c/u ; 450 ; 675 ; 7 ;Frutas/Verduras;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -demi glace ;; Apio ; Delicias y mas SpA ; 0,125 ; mata ; 980 ; 123 ; 2 ;Frutas/Verduras;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -demi glace ;; Vino Tinto en botella ; German García ; 2,250 ; botella ; 1.260 ; 2.835 ; 29 ;Vinos;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -demi glace ;; Maicena ; Fruton ; 0,150 ; kg ; 1.990 ; 299 ; 3 ;Abarrotes;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -papas chilotas ;; Orégano ; Fruton ; 0,050 ; kg ; 3.900 ; 195 ; 2 ;Abarrotes;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -papas chilotas ;; ajo ; Comercial Valencia ; 4,000 ; c/u ; 450 ; 1.800 ; 18 ;Frutas/Verduras;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -papas chilotas ;; Aceite de oliva ; Arasil ; 2,700 ; lt ; 5.782 ; 15.611 ; 157 ;Abarrotes;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -papas chilotas ;; Papas topinambur ; Comercial Valencia ; 8,000 ; kg ; 4.000 ; 32.000 ; 320 ;Frutas/Verduras;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -papas chilotas ;; Papas Moradas chilotas ; Fruton ; 8,000 ; kg ; 3.590 ; 28.720 ; 288 ;Frutas/Verduras;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -papas chilotas ;; Champiñones Royal ; Protier ; 4,000 ; kg ; 6.500 ; 26.000 ; 260 ;Frutas/Verduras;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -salsa merlot ;; cebolla ; Fruton ; 2,500 ; kg ; 690 ; 1.725 ; 18 ;Frutas/Verduras;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -salsa merlot ;; Zanahorias ; Comercial Valencia ; 1,000 ; pqte ; 790 ; 790 ; 8 ;Frutas/Verduras;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -salsa merlot ;; Laurel fresco ; Comercial Valencia ; 0,200 ; atado ; 800 ; 160 ; 2 ;Frutas/Verduras;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -salsa merlot ;; Arándanos congelados ; Congefruits ; 0,400 ; kg ; 3.550 ; 1.420 ; 15 ;Frutas/Verduras;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -salsa merlot ;; Vino tinto en caja 2 lt ; CCU ; 4,000 ; lt ; 1.992 ; 7.968 ; 80 ;Vinos;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -salsa merlot ;; Oporto ; CAMBIAR ; 0,700 ; botella ; 5.512 ; 3.858 ; 39 ;Vinos;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -salsa merlot ;; Maicena ; Fruton ; 0,150 ; kg ; 1.990 ; 299 ; 3 ;Abarrotes;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -salsa merlot ;; Pimentón Rojo ; Comercial Valencia ; 3,000 ; c/u ; 890 ; 2.670 ; 27 ;Frutas/Verduras;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -salsa merlot ;; apio ; Delicias y mas SpA ; 0,300 ; mata ; 980 ; 294 ; 3 ;Frutas/Verduras;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -salsa merlot ;; ajo ; Comercial Valencia ; 2,000 ; c/u ; 450 ; 900 ; 9 ;Frutas/Verduras;FONDO
 FNC09 ; F-Tablita Costillitas asadas 7 horas -salsa merlot ;; puerros ; Comercial Valencia ; 1,000 ; c/u ; 790 ; 790 ; 8 ;Frutas/Verduras;FONDO
; F-TABLITA-Costilla de cordero grillada ( 2 por pax) ;; chuleta francia porcionada ; Granja Marina ; 10,000 ; kg ; 28.500 ; 285.000 ; 2.850 ;Carnes;FONDO
; F-TABLITA-Costilla de cordero grillada ( 2 por pax) ;; Vinagre balsámico ; A Y R ; 1,000 ; botella ; 2.000 ; 2.000 ; 20 ;Abarrotes;FONDO
; F-TABLITA-Costilla de cordero grillada ( 2 por pax) ;; Romero ; Agromarket ; 1,000 ; atado ; 495 ; 495 ; 5 ;Abarrotes;FONDO
